horizonte_dias,alvo_retorno,total_venda,total_neutro,total_compra,EV_Compra,EV_Venda,accuracy,venda_precision,venda_recall,venda_f1,neutro_precision,neutro_recall,neutro_f1,compra_precision,compra_recall,compra_f1,macro_avg_f1,weighted_avg_f1
360,0.03,8918,0,12492,-0.00022085889570552103,-0.0028470588235294074,0.46961722488038277,0.45254901960784316,0.5843037974683545,0.5100552486187845,0.0,0.0,0.0,0.496319018404908,0.36689342403628117,0.42190352020860494,0.3106529229424631,0.4635541574359027
360,0.05,8427,0,12983,2.4378352023401995e-05,-0.007022076092061999,0.4643540669856459,0.42977923907938,0.47164948453608246,0.44974195133939543,0.0,0.0,0.0,0.500243783520234,0.45803571428571427,0.47821020741085996,0.30931738625008515,0.4649976675116635
360,0.07,8025,0,13385,-5.6000000000000494e-05,-0.011333333333333327,0.4672248803827751,0.41904761904761906,0.36010230179028135,0.3873452544704264,0.0,0.0,0.0,0.4996,0.5613483146067416,0.5286772486772486,0.3053408343825583,0.4625758016259717
360,0.1,7643,0,13767,0.010287241148964593,-0.005564924114671167,0.5289473684210526,0.47217537942664417,0.29427220178665264,0.36257688572353514,0.0,0.0,0.0,0.551436205744823,0.7250768555116381,0.6264465945740846,0.3296744934325399,0.5063164376500187
360,0.15,6384,326,14700,0.03170891037366081,0.02337110481586402,0.6033492822966507,0.5779036827195467,0.1259259259259259,0.20679168778509882,0.0,0.0,0.0,0.6056963679122027,0.9415109666937449,0.7371601208459214,0.31465060287700675,0.5143279310369662
360,0.2,5761,1065,14584,0.05831564048124559,-0.0712538226299694,0.5449760765550239,0.32186544342507645,0.32063975628332064,0.3212514307516215,0.6956521739130435,0.07710843373493977,0.13882863340563992,0.645789101203114,0.7442903752039152,0.691549829480864,0.3838766312127085,0.5203581802218417
360,0.25,5038,2272,14100,0.05443131462333828,-0.13450704225352111,0.5382775119617225,0.23098591549295774,0.15327102803738318,0.1842696629213483,0.29411764705882354,0.03342245989304813,0.060024009603841535,0.6088626292466766,0.8725656223539373,0.717243779363146,0.3205124839627786,0.46320485774288683
360,0.3,3888,3827,13695,0.04762168141592915,-0.19547038327526128,0.5377990430622009,0.17421602787456447,0.07062146892655367,0.10050251256281408,0.37184115523465705,0.08226837060702875,0.13472858077174624,0.5793694690265486,0.9436936936936937,0.7179575051405072,0.3177295328250225,0.4386845989073264
360,0.4,1936,7098,12376,0.003486083778464988,-0.07058823529411767,0.5361244019138756,0.4117647058823529,0.11784511784511785,0.18324607329842932,0.7657992565055762,0.20385947550717468,0.32200078155529505,0.5043576047230812,0.9634801288936627,0.6621147813249677,0.38912054539289737,0.4636472215598026
360,0.5,993,10029,10388,0.022881739918441335,-0.07291666666666671,0.6260765550239235,0.4270833333333333,0.3106060606060606,0.35964912280701755,0.7575919019712307,0.5736183945139169,0.6528925619834711,0.5228817399184413,0.7355003186743149,0.611228813559322,0.5412568327832702,0.6279933860866334
